"trigger_code","trigger_name","onset_time","trial_number","condition","word","response","rt","remembered"
51,"COND2_WORD",50.7847956000187,10,2,"tortoise","",NA,1
6,"RESP_Y",51.5024963000033,10,2,"tortoise","y",0.717717000021366,NA
3,"COND2_LABEL",54.5181207999995,11,2,"","",NA,NA
51,"COND2_WORD",56.0347462000209,11,2,"gravel","",NA,1
7,"RESP_N",56.7935032000241,11,2,"gravel","n",0.758772300003329,NA
3,"COND2_LABEL",59.8017448000028,12,2,"","",NA,NA
51,"COND2_WORD",61.3183606000093,12,2,"garage","",NA,1
7,"RESP_N",62.4306057000067,12,2,"garage","n",1.1122580000083,NA
3,"COND2_LABEL",65.4351686000009,13,2,"","",NA,NA
51,"COND2_WORD",66.9518978999986,13,2,"raccoon","",NA,1
6,"RESP_Y",67.551571900025,13,2,"raccoon","y",0.599688299989793,NA
2,"COND1_LABEL",70.5685101000126,14,1,"","",NA,NA
41,"COND1_WORD",72.0848144000047,14,1,"fuse","",NA,1
7,"RESP_N",73.0355280000076,14,1,"fuse","n",0.950741400010884,NA
3,"COND2_LABEL",76.0519161999982,15,2,"","",NA,NA
51,"COND2_WORD",77.568772700004,15,2,"rattlesnake","",NA,1
6,"RESP_Y",78.824663300009,15,2,"rattlesnake","y",1.25590390001889,NA
3,"COND2_LABEL",81.8351486000174,16,2,"","",NA,NA
51,"COND2_WORD",83.3521506999969,16,2,"shark","",NA,1
6,"RESP_Y",84.1366060000146,16,2,"shark","y",0.784469599981094,NA
2,"COND1_LABEL",87.152065000002,17,1,"","",NA,NA
41,"COND1_WORD",88.6688695000194,17,1,"chameleon","",NA,1
6,"RESP_Y",90.5165554000123,17,1,"chameleon","y",1.84770600000047,NA
2,"COND1_LABEL",93.5355898000125,18,1,"","",NA,NA
41,"COND1_WORD",95.0522061000229,18,1,"bowl","",NA,1
7,"RESP_N",96.1265458000125,18,1,"bowl","n",1.07435550002265,NA
2,"COND1_LABEL",99.1354783000133,19,1,"","",NA,NA
40,"COND1_WORD",100.652429800015,19,1,"anchor","",NA,0
6,"RESP_Y",101.807536400011,19,1,"anchor","y",1.15513289999217,NA
2,"COND1_LABEL",104.819119200023,20,1,"","",NA,NA
40,"COND1_WORD",106.335575900011,20,1,"bicycle","",NA,0
7,"RESP_N",107.240674500004,20,1,"bicycle","n",0.905142900010105,NA
3,"COND2_LABEL",110.25250230002,21,2,"","",NA,NA
50,"COND2_WORD",111.769240200025,21,2,"rope","",NA,0
7,"RESP_N",113.151678199996,21,2,"rope","n",1.38245159998769,NA
3,"COND2_LABEL",116.168998400011,22,2,"","",NA,NA
51,"COND2_WORD",117.686504600017,22,2,"satellite","",NA,1
7,"RESP_N",118.554569300002,22,2,"satellite","n",0.868078500003321,NA
2,"COND1_LABEL",121.569430200005,23,1,"","",NA,NA
41,"COND1_WORD",123.086182800005,23,1,"fish","",NA,1
7,"RESP_N",124.763609100017,23,1,"fish","n",1.67743899999186,NA
2,"COND1_LABEL",127.769682400016,24,1,"","",NA,NA
40,"COND1_WORD",129.286208200007,24,1,"duck","",NA,0
7,"RESP_N",130.466639400023,24,1,"duck","n",1.18048569999519,NA
2,"COND1_LABEL",133.469571599999,25,1,"","",NA,NA
41,"COND1_WORD",134.986254900025,25,1,"fox","",NA,1
7,"RESP_N",135.723589500005,25,1,"fox","n",0.737349800008815,NA
2,"COND1_LABEL",138.736495400022,26,1,"","",NA,NA
40,"COND1_WORD",140.252980600024,26,1,"cargo","",NA,0
6,"RESP_Y",141.42466780002,26,1,"cargo","y",1.1717013999878,NA
3,"COND2_LABEL",144.43659550001,27,2,"","",NA,NA
51,"COND2_WORD",145.953323599999,27,2,"moth","",NA,1
7,"RESP_N",146.97258240002,27,2,"moth","n",1.01927359998808,NA
2,"COND1_LABEL",149.986611500004,28,1,"","",NA,NA
41,"COND1_WORD",151.503522100014,28,1,"heron","",NA,1
6,"RESP_Y",152.4536333,28,1,"heron","y",0.950125000003027,NA
2,"COND1_LABEL",155.470006000018,29,1,"","",NA,NA
40,"COND1_WORD",156.987241000024,29,1,"camera","",NA,0
6,"RESP_Y",157.939666400023,29,1,"camera","y",0.952452500001527,NA
3,"COND2_LABEL",160.95344100002,30,2,"","",NA,NA
51,"COND2_WORD",162.470111900009,30,2,"robin","",NA,1
6,"RESP_Y",163.804711100005,30,2,"robin","y",1.33462589999544,NA
3,"COND2_LABEL",166.820483700023,31,2,"","",NA,NA
50,"COND2_WORD",168.336894900014,31,2,"phone","",NA,0
7,"RESP_N",169.656728500006,31,2,"phone","n",1.31986119999783,NA
3,"COND2_LABEL",172.670259000006,32,2,"","",NA,NA
51,"COND2_WORD",174.186777399998,32,2,"salmon","",NA,1
6,"RESP_Y",174.939653700014,32,2,"salmon","y",0.752922600018792,NA
2,"COND1_LABEL",177.954000400001,33,1,"","",NA,NA
40,"COND1_WORD",179.470629100018,33,1,"flag","",NA,0
6,"RESP_Y",180.473652800021,33,1,"flag","y",1.00303689998691,NA
3,"COND2_LABEL",183.48735130002,34,2,"","",NA,NA
51,"COND2_WORD",185.004090100003,34,2,"hose","",NA,1
7,"RESP_N",185.947623000015,34,2,"hose","n",0.943548699986422,NA
2,"COND1_LABEL",188.954305899999,35,1,"","",NA,NA
41,"COND1_WORD",190.470649499999,35,1,"fossil","",NA,1
7,"RESP_N",191.935652900022,35,1,"fossil","n",1.46502969998983,NA
2,"COND1_LABEL",194.953910900018,36,1,"","",NA,NA
41,"COND1_WORD",196.471034000017,36,1,"dingo","",NA,1
7,"RESP_N",197.300647199998,36,1,"dingo","n",0.82961419998901,NA
2,"COND1_LABEL",200.304600200005,37,1,"","",NA,NA
41,"COND1_WORD",201.820974200004,37,1,"bamboo","",NA,1
6,"RESP_Y",203.049657399999,37,1,"bamboo","y",1.22872660000576,NA
3,"COND2_LABEL",206.054359300004,38,2,"","",NA,NA
51,"COND2_WORD",207.570987100014,38,2,"snipe","",NA,1
7,"RESP_N",209.195670000016,38,2,"snipe","n",1.62469720002264,NA
3,"COND2_LABEL",212.204359299998,39,2,"","",NA,NA
50,"COND2_WORD",213.721152700018,39,2,"tent","",NA,0
7,"RESP_N",214.572673700022,39,2,"tent","n",0.851535399997374,NA
2,"COND1_LABEL",217.588408800017,40,1,"","",NA,NA
40,"COND1_WORD",219.104468000005,40,1,"ant","",NA,0
6,"RESP_Y",219.986642500007,40,1,"ant","y",0.882189399999334,NA
3,"COND2_LABEL",223.004965300002,41,2,"","",NA,NA
51,"COND2_WORD",224.521527000004,41,2,"spider","",NA,1
6,"RESP_Y",225.127714300004,41,2,"spider","y",0.606212599988794,NA
2,"COND1_LABEL",228.13823110002,42,1,"","",NA,NA
41,"COND1_WORD",229.654731800023,42,1,"fern","",NA,1
7,"RESP_N",230.7857449,42,1,"fern","n",1.13103729998693,NA
3,"COND2_LABEL",233.804738800012,43,2,"","",NA,NA
51,"COND2_WORD",235.321686300013,43,2,"koala","",NA,1
6,"RESP_Y",235.910778500023,43,2,"koala","y",0.589106500003254,NA
2,"COND1_LABEL",238.921634700004,44,1,"","",NA,NA
41,"COND1_WORD",240.438706100016,44,1,"fish","",NA,1
7,"RESP_N",241.48676520001,44,1,"fish","n",1.04807320001419,NA
2,"COND1_LABEL",244.505030500004,45,1,"","",NA,NA
41,"COND1_WORD",246.021694099996,45,1,"orangutan","",NA,1
6,"RESP_Y",247.066716500005,45,1,"orangutan","y",1.04506620002212,NA
3,"COND2_LABEL",250.071892700013,46,2,"","",NA,NA
51,"COND2_WORD",251.588687500014,46,2,"scarecrow","",NA,1
6,"RESP_Y",252.277690100018,46,2,"scarecrow","y",0.689017999975476,NA
3,"COND2_LABEL",255.288502200012,47,2,"","",NA,NA
51,"COND2_WORD",256.805159100011,47,2,"lens","",NA,1
7,"RESP_N",257.460845499998,47,2,"lens","n",0.65569859999232,NA
2,"COND1_LABEL",260.472275500011,48,1,"","",NA,NA
41,"COND1_WORD",261.988623300014,48,1,"chicken","",NA,1
6,"RESP_Y",262.644722500001,48,1,"chicken","y",0.65612629998941,NA
3,"COND2_LABEL",265.65533780001,49,2,"","",NA,NA
51,"COND2_WORD",267.172490600002,49,2,"knife","",NA,1
7,"RESP_N",268.063764699997,49,2,"knife","n",0.891287899983581,NA
2,"COND1_LABEL",271.072292600002,50,1,"","",NA,NA
40,"COND1_WORD",272.588903399999,50,1,"carpet","",NA,0
6,"RESP_Y",273.439741600014,50,1,"carpet","y",0.850864100008039,NA
2,"COND1_LABEL",276.455890100013,51,1,"","",NA,NA
40,"COND1_WORD",277.972260700015,51,1,"cobra","",NA,0
6,"RESP_Y",279.068745500001,51,1,"cobra","y",1.09651199998916,NA
3,"COND2_LABEL",282.072351400013,52,2,"","",NA,NA
51,"COND2_WORD",283.589313100005,52,2,"slug","",NA,1
7,"RESP_N",284.713760100014,52,2,"slug","n",1.12447260000044,NA
3,"COND2_LABEL",287.72262320001,53,2,"","",NA,NA
51,"COND2_WORD",289.23922800002,53,2,"lava","",NA,1
7,"RESP_N",290.2307936,53,2,"lava","n",0.99160359997768,NA
3,"COND2_LABEL",293.239458299999,54,2,"","",NA,NA
51,"COND2_WORD",294.756050299999,54,2,"tool","",NA,1
7,"RESP_N",295.71174660002,54,2,"tool","n",0.955711499991594,NA
2,"COND1_LABEL",298.722471500019,55,1,"","",NA,NA
40,"COND1_WORD",300.239320300025,55,1,"cable","",NA,0
6,"RESP_Y",301.167862300004,55,1,"cable","y",0.928567900002236,NA
3,"COND2_LABEL",304.172839700012,56,2,"","",NA,NA
51,"COND2_WORD",305.689577200013,56,2,"tick","",NA,1
6,"RESP_Y",306.572765800025,56,2,"tick","y",0.883215399982873,NA
2,"COND1_LABEL",309.589621699997,57,1,"","",NA,NA
41,"COND1_WORD",311.106186700024,57,1,"bird","",NA,1
7,"RESP_N",312.355766499997,57,1,"bird","n",1.24959419999504,NA
2,"COND1_LABEL",315.373012399999,58,1,"","",NA,NA
40,"COND1_WORD",316.889704800007,58,1,"dolphin","",NA,0
7,"RESP_N",318.049783800001,58,1,"dolphin","n",1.16009479999775,NA
2,"COND1_LABEL",321.056682499999,59,1,"","",NA,NA
40,"COND1_WORD",322.573085500015,59,1,"firefly","",NA,0
7,"RESP_N",323.572782200004,59,1,"firefly","n",0.999723899993114,NA
3,"COND2_LABEL",326.589900500025,60,2,"","",NA,NA
51,"COND2_WORD",328.106920400023,60,2,"ladybug","",NA,1
6,"RESP_Y",329.114808100014,60,2,"ladybug","y",1.00791139999637,NA
2,"COND1_LABEL",332.12339730002,61,1,"","",NA,NA
40,"COND1_WORD",333.640188500023,61,1,"grasshopper","",NA,0
6,"RESP_Y",334.4568402,61,1,"grasshopper","y",0.816664699988905,NA
3,"COND2_LABEL",337.473552200012,62,2,"","",NA,NA
50,"COND2_WORD",338.990067600011,62,2,"sand","",NA,0
7,"RESP_N",339.889824100013,62,2,"sand","n",0.899771299998974,NA
2,"COND1_LABEL",342.906902900024,63,1,"","",NA,NA
40,"COND1_WORD",344.42369180001,63,1,"bluebell","",NA,0
7,"RESP_N",345.192807500018,63,1,"bluebell","n",0.769132099987473,NA
3,"COND2_LABEL",348.206861300016,64,2,"","",NA,NA
51,"COND2_WORD",349.723962300021,64,2,"ray","",NA,1
6,"RESP_Y",351.121866200003,64,2,"ray","y",1.39791830000468,NA
2,"COND1_LABEL",354.142956399999,65,1,"","",NA,NA
40,"COND1_WORD",355.657095000002,65,1,"crow","",NA,0
7,"RESP_N",356.771765300015,65,1,"crow","n",1.11468619998777,NA
3,"COND2_LABEL",359.790417900018,66,2,"","",NA,NA
51,"COND2_WORD",361.307137099997,66,2,"urn","",NA,1
7,"RESP_N",362.372911400016,66,2,"urn","n",1.06578759997501,NA
2,"COND1_LABEL",365.390990500018,67,1,"","",NA,NA
40,"COND1_WORD",366.907207500015,67,1,"coin","",NA,0
7,"RESP_N",367.718919300009,67,1,"coin","n",0.811727599997539,NA
2,"COND1_LABEL",370.724038600019,68,1,"","",NA,NA
41,"COND1_WORD",372.241045700008,68,1,"compass","",NA,1
6,"RESP_Y",372.921791900008,68,1,"compass","y",0.680776699999114,NA
3,"COND2_LABEL",375.94115530001,69,2,"","",NA,NA
51,"COND2_WORD",377.457422800013,69,2,"wolf","",NA,1
6,"RESP_Y",378.1329119,69,2,"wolf","y",0.675503600010416,NA
3,"COND2_LABEL",381.140649000008,70,2,"","",NA,NA
50,"COND2_WORD",382.657766500022,70,2,"mop","",NA,0
7,"RESP_N",383.623812800011,70,2,"mop","n",0.966073299990967,NA
2,"COND1_LABEL",386.641102499998,71,1,"","",NA,NA
41,"COND1_WORD",388.157825400005,71,1,"elk","",NA,1
7,"RESP_N",388.895916100009,71,1,"elk","n",0.738103000010597,NA
3,"COND2_LABEL",391.907969899999,72,2,"","",NA,NA
51,"COND2_WORD",393.424458200025,72,2,"impala","",NA,1
6,"RESP_Y",394.638882500003,72,2,"impala","y",1.21445420000236,NA
2,"COND1_LABEL",397.657834900019,73,1,"","",NA,NA
40,"COND1_WORD",399.174603100022,73,1,"clock","",NA,0
7,"RESP_N",400.024827800022,73,1,"clock","n",0.850252099975478,NA
2,"COND1_LABEL",403.041372300009,74,1,"","",NA,NA
41,"COND1_WORD",404.557961800019,74,1,"frog","",NA,1
7,"RESP_N",405.125941700011,74,1,"frog","n",0.567996600002516,NA
2,"COND1_LABEL",408.141305099998,75,1,"","",NA,NA
40,"COND1_WORD",409.658103399997,75,1,"hook","",NA,0
7,"RESP_N",410.543932700006,75,1,"hook","n",0.885845900018467,NA
2,"COND1_LABEL",413.558538600017,76,1,"","",NA,NA
40,"COND1_WORD",415.074498200003,76,1,"book","",NA,0
7,"RESP_N",415.89396300001,76,1,"book","n",0.819478799996432,NA
3,"COND2_LABEL",418.908256800001,77,2,"","",NA,NA
51,"COND2_WORD",420.424986800004,77,2,"stamp","",NA,1
7,"RESP_N",421.585851700016,77,2,"stamp","n",1.1608798999805,NA
2,"COND1_LABEL",424.591644700005,78,1,"","",NA,NA
40,"COND1_WORD",426.108317200007,78,1,"castle","",NA,0
6,"RESP_Y",427.125943400024,78,1,"castle","y",1.01764039997943,NA
3,"COND2_LABEL",430.141936300002,79,2,"","",NA,NA
50,"COND2_WORD",431.658552700013,79,2,"table","",NA,0
7,"RESP_N",433.022887300001,79,2,"table","n",1.36434959998587,NA
3,"COND2_LABEL",436.04186680002,80,2,"","",NA,NA
51,"COND2_WORD",437.558583700011,80,2,"orb","",NA,1
7,"RESP_N",438.574010700017,80,2,"orb","n",1.01545310000074,NA
3,"COND2_LABEL",441.592446000024,81,2,"","",NA,NA
51,"COND2_WORD",443.108778100024,81,2,"marlin","",NA,1
6,"RESP_Y",444.319024600001,81,2,"marlin","y",1.21028589998605,NA
2,"COND1_LABEL",447.325541600003,82,1,"","",NA,NA
41,"COND1_WORD",448.842413100007,82,1,"cassette","",NA,1
6,"RESP_Y",450.311984200001,82,1,"cassette","y",1.46958460001042,NA
3,"COND2_LABEL",453.325676900015,83,2,"","",NA,NA
50,"COND2_WORD",454.842320399999,83,2,"larvae","",NA,0
6,"RESP_Y",455.883909099997,83,2,"larvae","y",1.04160249998677,NA
2,"COND1_LABEL",458.892435700021,84,1,"","",NA,NA
41,"COND1_WORD",460.409035300021,84,1,"alarm","",NA,1
6,"RESP_Y",461.022908600018,84,1,"alarm","y",0.613888599997154,NA
2,"COND1_LABEL",464.026003600011,85,1,"","",NA,NA
41,"COND1_WORD",465.542616699997,85,1,"attic","",NA,1
6,"RESP_Y",466.391955400002,85,1,"attic","y",0.849351699987892,NA
2,"COND1_LABEL",469.409140600008,86,1,"","",NA,NA
40,"COND1_WORD",470.925845200021,86,1,"bucket","",NA,0
7,"RESP_N",472.61598860001,86,1,"bucket","n",1.6901592000213,NA
2,"COND1_LABEL",475.626211700001,87,1,"","",NA,NA
41,"COND1_WORD",477.142498400004,87,1,"flame","",NA,1
6,"RESP_Y",477.875914600008,87,1,"flame","y",0.733456599991769,NA
3,"COND2_LABEL",480.892705900013,88,2,"","",NA,NA
50,"COND2_WORD",482.409231600002,88,2,"oyster","",NA,0
6,"RESP_Y",483.165009400022,88,2,"oyster","y",0.755835799995111,NA
3,"COND2_LABEL",486.176234700019,89,2,"","",NA,NA
51,"COND2_WORD",487.693001100008,89,2,"kitchen","",NA,1
7,"RESP_N",488.465999900014,89,2,"kitchen","n",0.773044799978379,NA
3,"COND2_LABEL",491.476241199998,90,2,"","",NA,NA
51,"COND2_WORD",492.992966799997,90,2,"wallet","",NA,1
7,"RESP_N",494.179045099998,90,2,"wallet","n",1.18609319999814,NA
2,"COND1_LABEL",497.226717700018,91,1,"","",NA,NA
40,"COND1_WORD",498.743367500021,91,1,"brush","",NA,0
7,"RESP_N",499.975023600011,91,1,"brush","n",1.23168180001085,NA
3,"COND2_LABEL",502.993394799996,92,2,"","",NA,NA
51,"COND2_WORD",504.510422400024,92,2,"penguin","",NA,1
6,"RESP_Y",505.412084100011,92,2,"penguin","y",0.901675000000978,NA
2,"COND1_LABEL",508.426578000013,93,1,"","",NA,NA
40,"COND1_WORD",509.943728400016,93,1,"cave","",NA,0
6,"RESP_Y",510.615969400009,93,1,"cave","y",0.67225440000766,NA
2,"COND1_LABEL",513.626679000008,94,1,"","",NA,NA
40,"COND1_WORD",515.143638000009,94,1,"fork","",NA,0
7,"RESP_N",515.886002000014,94,1,"fork","n",0.742379100003745,NA
2,"COND1_LABEL",518.893720499997,95,1,"","",NA,NA
40,"COND1_WORD",520.410206900007,95,1,"hummingbird","",NA,0
7,"RESP_N",521.327066900005,95,1,"hummingbird","n",0.916873700014548,NA
2,"COND1_LABEL",524.343552100006,96,1,"","",NA,NA
40,"COND1_WORD",525.86053570002,96,1,"bridge","",NA,0
7,"RESP_N",526.550988600007,96,1,"bridge","n",0.690467900014482,NA
3,"COND2_LABEL",529.560491300013,97,2,"","",NA,NA
50,"COND2_WORD",531.077210100018,97,2,"torch","",NA,0
7,"RESP_N",531.750992300018,97,2,"torch","n",0.673798899981193,NA
2,"COND1_LABEL",534.761111,98,1,"","",NA,NA
41,"COND1_WORD",536.277391100011,98,1,"gazelle","",NA,1
6,"RESP_Y",537.055079800019,98,1,"gazelle","y",0.777701800019713,NA
3,"COND2_LABEL",540.060256600002,99,2,"","",NA,NA
50,"COND2_WORD",541.577199899999,99,2,"panther","",NA,0
6,"RESP_Y",542.743048600008,99,2,"panther","y",1.16586249999818,NA
2,"COND1_LABEL",545.760552100022,100,1,"","",NA,NA
41,"COND1_WORD",547.277484799997,100,1,"arch","",NA,1
6,"RESP_Y",548.125107200001,100,1,"arch","y",0.847634999983711,NA
3,"COND2_LABEL",551.144019500003,101,2,"","",NA,NA
51,"COND2_WORD",552.660634900007,101,2,"jaguar","",NA,1
6,"RESP_Y",553.445036000019,101,2,"jaguar","y",0.784429100021953,NA
2,"COND1_LABEL",556.460822300025,102,1,"","",NA,NA
41,"COND1_WORD",557.977413400018,102,1,"butterfly","",NA,1
7,"RESP_N",558.793225700007,102,1,"butterfly","n",0.815826899983222,NA
2,"COND1_LABEL",561.811143500003,103,1,"","",NA,NA
40,"COND1_WORD",563.328096000012,103,1,"goose","",NA,0
7,"RESP_N",564.268094700004,103,1,"goose","n",0.940013399987947,NA
3,"COND2_LABEL",567.277849300008,104,2,"","",NA,NA
51,"COND2_WORD",568.7947805,104,2,"tiger","",NA,1
6,"RESP_Y",569.559125900007,104,2,"tiger","y",0.764371199999005,NA
2,"COND1_LABEL",572.577735700004,105,1,"","",NA,NA
40,"COND1_WORD",574.094513000018,105,1,"box","",NA,0
7,"RESP_N",574.869024400017,105,1,"box","n",0.774524300009944,NA
3,"COND2_LABEL",577.877923400025,106,2,"","",NA,NA
51,"COND2_WORD",579.394740200019,106,2,"paper","",NA,1
7,"RESP_N",580.475056099996,106,2,"paper","n",1.08034249997581,NA
3,"COND2_LABEL",583.4783474,107,2,"","",NA,NA
51,"COND2_WORD",584.994741200004,107,2,"iguana","",NA,1
6,"RESP_Y",586.209031800012,107,2,"iguana","y",1.21431840001605,NA
3,"COND2_LABEL",589.227985000005,108,2,"","",NA,NA
51,"COND2_WORD",590.745021200011,108,2,"newt","",NA,1
7,"RESP_N",591.950093000021,108,2,"newt","n",1.20508530002553,NA
2,"COND1_LABEL",594.96176960002,109,1,"","",NA,NA
40,"COND1_WORD",596.478333300009,109,1,"fabric","",NA,0
6,"RESP_Y",597.186152800015,109,1,"fabric","y",0.707831400010036,NA
2,"COND1_LABEL",600.1948538,110,1,"","",NA,NA
40,"COND1_WORD",601.712056400022,110,1,"cork","",NA,0
7,"RESP_N",602.420091800013,110,1,"cork","n",0.708048100001179,NA
3,"COND2_LABEL",605.42841350002,111,2,"","",NA,NA
51,"COND2_WORD",606.945230800018,111,2,"magpie","",NA,1
7,"RESP_N",608.066145800025,111,2,"magpie","n",1.1209278999886,NA
2,"COND1_LABEL",611.078688700014,112,1,"","",NA,NA
40,"COND1_WORD",612.595211000007,112,1,"blanket","",NA,0
6,"RESP_Y",613.319085700001,112,1,"blanket","y",0.723889499990037,NA
2,"COND1_LABEL",616.328819200018,113,1,"","",NA,NA
40,"COND1_WORD",617.845425700012,113,1,"axle","",NA,0
6,"RESP_Y",619.213089600002,113,1,"axle","y",1.36769039998762,NA
3,"COND2_LABEL",622.228736200021,114,2,"","",NA,NA
51,"COND2_WORD",623.745592400024,114,2,"octopus","",NA,1
6,"RESP_Y",624.804135400016,114,2,"octopus","y",1.05855700001121,NA
3,"COND2_LABEL",627.8123242,115,2,"","",NA,NA
51,"COND2_WORD",629.32905640002,115,2,"watch","",NA,1
7,"RESP_N",630.893088700017,115,2,"watch","n",1.56404959998326,NA
3,"COND2_LABEL",633.912347900012,116,2,"","",NA,NA
51,"COND2_WORD",635.429329800012,116,2,"lamp","",NA,1
7,"RESP_N",636.218198900024,116,2,"lamp","n",0.78888239999651,NA
3,"COND2_LABEL",639.228978700005,117,2,"","",NA,NA
51,"COND2_WORD",640.7458262,117,2,"kangaroo","",NA,1
6,"RESP_Y",641.693095499999,117,2,"kangaroo","y",0.947282900015125,NA
2,"COND1_LABEL",644.695787600009,118,1,"","",NA,NA
40,"COND1_WORD",646.212609600014,118,1,"grill","",NA,0
7,"RESP_N",646.94806190001,118,1,"grill","n",0.735465600009775,NA
2,"COND1_LABEL",649.962658900011,119,1,"","",NA,NA
40,"COND1_WORD",651.479183600022,119,1,"cod","",NA,0
7,"RESP_N",652.750161200005,119,1,"cod","n",1.2710197000124,NA
2,"COND1_LABEL",655.762568500009,120,1,"","",NA,NA
40,"COND1_WORD",657.279541900003,120,1,"cup","",NA,0
7,"RESP_N",658.468224200013,120,1,"cup","n",1.18869599999744,NA
2,"COND1_LABEL",661.47970940001,121,1,"","",NA,NA
40,"COND1_WORD",662.996746999997,121,1,"emu","",NA,0
7,"RESP_N",664.331138500012,121,1,"emu","n",1.33441109998967,NA
2,"COND1_LABEL",667.3461847,122,1,"","",NA,NA
40,"COND1_WORD",668.863260300015,122,1,"candle","",NA,0
6,"RESP_Y",669.817142100015,122,1,"candle","y",0.953897000028519,NA
2,"COND1_LABEL",672.829822400003,123,1,"","",NA,NA
40,"COND1_WORD",674.346422900009,123,1,"daisy","",NA,0
6,"RESP_Y",675.513140099996,123,1,"daisy","y",1.16673240001546,NA
3,"COND2_LABEL",678.529786900006,124,2,"","",NA,NA
51,"COND2_WORD",680.046663400019,124,2,"wasp","",NA,1
6,"RESP_Y",681.47313530001,124,2,"wasp","y",1.42648610001197,NA
3,"COND2_LABEL",684.479871000018,125,2,"","",NA,NA
51,"COND2_WORD",685.996672400011,125,2,"granite","",NA,1
7,"RESP_N",686.729317799996,125,2,"granite","n",0.732670899975346,NA
3,"COND2_LABEL",689.746856500016,126,2,"","",NA,NA
51,"COND2_WORD",691.263370800007,126,2,"anteater","",NA,1
6,"RESP_Y",692.358159399999,126,2,"anteater","y",1.09480179997627,NA
2,"COND1_LABEL",695.363530600007,127,1,"","",NA,NA
40,"COND1_WORD",696.880559900019,127,1,"bottle","",NA,0
7,"RESP_N",697.657250100019,127,1,"bottle","n",0.776703800016548,NA
2,"COND1_LABEL",700.663651400013,128,1,"","",NA,NA
41,"COND1_WORD",702.180211900006,128,1,"catfish","",NA,1
6,"RESP_Y",703.212149900006,128,1,"catfish","y",1.03195199999027,NA
2,"COND1_LABEL",706.230276000017,129,1,"","",NA,NA
40,"COND1_WORD",707.747225800005,129,1,"glove","",NA,0
7,"RESP_N",708.678159400006,129,1,"glove","n",0.930947200016817,NA
3,"COND2_LABEL",711.697251900012,130,2,"","",NA,NA
51,"COND2_WORD",713.21351250002,130,2,"platypus","",NA,1
6,"RESP_Y",713.921189000015,130,2,"platypus","y",0.707694499986246,NA
2,"COND1_LABEL",716.930587300012,131,1,"","",NA,NA
40,"COND1_WORD",718.447317300015,131,1,"bison","",NA,0
7,"RESP_N",719.339153400011,131,1,"bison","n",0.891862100019353,NA
2,"COND1_LABEL",722.346849900001,132,1,"","",NA,NA
41,"COND1_WORD",723.863996100001,132,1,"bandage","",NA,1
6,"RESP_Y",724.79919640001,132,1,"bandage","y",0.935226800007513,NA
2,"COND1_LABEL",727.814199400018,133,1,"","",NA,NA
41,"COND1_WORD",729.330626500014,133,1,"barrel","",NA,1
6,"RESP_Y",730.111192000011,133,1,"barrel","y",0.780581800005166,NA
3,"COND2_LABEL",733.114318700013,134,2,"","",NA,NA
51,"COND2_WORD",734.630926400016,134,2,"palace","",NA,1
7,"RESP_N",735.657213400002,134,2,"palace","n",1.02630120000686,NA
2,"COND1_LABEL",738.664297400013,135,1,"","",NA,NA
41,"COND1_WORD",740.181124299997,135,1,"clover","",NA,1
7,"RESP_N",741.017205000011,135,1,"clover","n",0.83609460000298,NA
2,"COND1_LABEL",744.031089600001,136,1,"","",NA,NA
